e
M0007
Pda8000000 ;baDA67DD0f,14,215,40
Pda2183470n;ba7F2D09Fp,10,20C,44
Pda1CC9D70n;ba7F2CBDAp,10,20C,46
Pda1810678n;ba7F1F356p,10,20C,45
Pda1356F80n;ba7F1C577p,10,20C,46
Pda0E9D880n;ba7F10DFBp,10,20C,45
Pda09E4188n;ba7F0A621p,10,20C,46
Pda052AA90n;ba7F01C26p,10,20C,45
Pda0071390n;ba7EF814Ap,10,20C,46
Pda7FDE22Du;ba7EF1A2Cp,10,20C,45
Pda7FDCED3u;ba7EE580Bp,10,20C,46
Pda7FDBB79u;ba7EE136Cp,10,20C,45
Pda7FDA81Fu;ba7ED2E11p,10,20C,45
Pda7FD94C5u;ba7ED0A78p,10,20C,44
Pda7FD816Bu;ba7EC0E5Cp,10,20C,45
Pda7FD6E12u;ba7EBFDD9p,10,20C,44
Pda7FD5AB8u;ba7EAF65Dp,10,20C,45
Pda7FD475Eu;ba7EAF891p,10,20C,44
Pda7FD3404u;ba7E9E78Ap,10,20C,45
Pda7FD20AAu;ba7E9F8CAp,10,20C,44
Pda7FD0D50u;ba7E8E4D4p,10,20C,44
Pda7FCF9F6u;ba7E900B7p,10,20C,44
Pda7FCE69Du;ba7E7EC06p,10,20C,44
Pda7FCD343u;ba7E80B37p,10,20C,45
Pda7FCBFE9u;ba7E70591p,10,20C,44
Pda7FCAC8Fu;ba7E7149Dp,10,20C,45
Pda7FC9935u;ba7E62DCAp,10,20C,45
Pda7FC85DBu;ba7E62325p,10,20C,46
Pda7FC7282u;ba7E56049p,10,20C,45
Pda7FC5F28u;ba7E52E03p,10,20C,46
Pda7FC4BCEu;ba7E4A290p,10,20C,45
Pda7FC3874u;ba7E43C2Dp,10,20C,46
Pda7FC251Au;ba7E3E3BDp,10,20C,45
Pda7FC11C0u;ba7E3578Ep,10,20C,46
Pda7FBFE66u;ba7E32548p,10,20C,45
Pda7FBEB0Du;ba7E272EFp,10,20C,45
Pda7FBD7B3u;ba7E269C3p,10,20C,44
Pda7FBC459u;ba7E19663p,10,20C,45
Pda7FBB0FFu;ba7E1A3F7p,10,20C,44
Pda7FB9DA5u;ba7E0C537p,10,20C,45
Pda7FB8A4Bu;ba7E0DFA2p,10,20C,44
Pda7FB76F1u;ba7DFEB9Ap,10,20C,45
Pda7FB6398u;ba7E0139Ap,10,20C,44
Pda7FB76F1u;ba7E1FE3Dp,10,20C,44
Pda7FB8A4Bu;ba7E47BAAp,10,20C,44
Pda7FB9DA5u;ba7E5735Ep,10,20C,44
Pda7FBB0FFu;ba7E7728Ep,10,20C,44
Pda7FBC459u;ba7E8151Fp,10,20C,45
Pda7FBD7B3u;ba7E9CA2Fp,10,20C,45
Pda7FBEB0Du;ba7EA4BB9p,10,20C,45
Pda7FBFE66u;ba7EBB81Fp,10,20C,45
Pda7FC11C0u;ba7EC33CBp,10,20C,46
Pda7FC251Au;ba7ED5F9Bp,10,20C,45
Pda7FC3874u;ba7EDEE5Bp,10,20C,46
Pda7FC4BCEu;ba7EECDD7p,10,20C,45
Pda7FC5F28u;ba7EF80ECp,10,20C,46
Pda7FC7282u;ba7F02030p,10,20C,45
Pda7FC85DBu;ba7F0ED52p,10,20C,46
Pda7FC9935u;ba7F15994p,10,20C,45
Pda7FCAC8Fu;ba7F24412p,10,20C,45
Pda7FCBFE9u;ba7F2809Fp,10,20C,45
Pda7FCD343u;ba7F3829Ap,10,20C,45
Pda7FCE69Du;ba7F3A16Dp,10,20C,44
Pda7FCF9F6u;ba7F4AE0Cp,10,20C,45
Pda7FD0D50u;ba7F4B7F5p,10,20C,44
Pda7FD20AAu;ba7F5CD62p,10,20C,45
Pda7FD3404u;ba7F5C4F2p,10,20C,44
Pda7FD475Eu;ba7F6E504p,10,20C,44
Pda7FD5AB8u;ba7F6CDE5p,10,20C,44
Pda7FD6E12u;ba7F7F145p,10,20C,44
Pda7FD816Bu;ba7F7D5BFp,10,20C,44
Pda7FD94C5u;ba7F8F39Dp,10,20C,44
Pda7FDA81Fu;ba7F8E2BCp,10,20C,45
Pda7FDBB79u;ba7F9E62Ep,10,20C,45
Pda7FDCED3u;ba7F9EFB9p,10,20C,46
Pda7FDE22Du;ba7FAD39Cp,10,20C,45
Pda0071390n;ba7FAFD14p,10,20C,46
Pda052AA90n;ba7FBB087p,10,20C,45
Pda09E4188n;ba7FC0CA3p,10,20C,46
Pda0E9D880n;ba7FC855Ep,10,20C,45
Pda1356F80n;ba7FD0D83p,10,20C,46
Pda1810678n;ba7FD5A36p,10,20C,45
Pda1CC9D70n;ba03BC5D8f,10,20C,46
Pda2183470n;ba0BE3808f,14,20C,45
Pda263CB68n;ba3C5BA50f,14,20C,45
Pda2AF6260n;ba3B486B0f,14,20C,44
Pda2FAF958n;ba7097150f,14,20C,45
Pda3469058n;ba69B10B0f,14,20C,44
Pda3922758n;baA126294f,14,20C,45
Pda3DDBE48n;ba94C90D6f,14,20C,44
Pda4295548n;baCDAD238f,14,20C,45
Pda474EC40n;baBD47EDCf,14,20C,44
Pda4C0833Cn;baF642F38f,10,20C,44
Pda50C1A38n;baE2FFCD8f,14,20C,44
Pda557B130n;ba8027B97p,10,20C,44
Pda5A3482Cn;ba8022A1Fp,10,20C,45
Pda5EEDF24n;ba802FD7Fp,10,20C,44
Pda63A7620n;ba802BCE9p,10,20C,45
Pda6860D1Cn;ba8036EE4p,10,20C,45
Pda6D1A416n;ba8034742p,10,20C,46
Pda71D3B10n;ba803D3CEp,10,20C,45
Pda768D20Bn;ba803D19Bp,10,20C,46
Pda7B46906n;ba804271Cp,10,20C,45
Pda8000000 ;ba8045672p,10,20C,46
Pda84B96FAn;ba8047779p,10,20C,45
Pda8972DF5n;ba804CD58p,10,20C,46
Pda8E2C4F0n;ba804C835p,10,20C,45
Pda92E5BEAn;ba8053FD7p,10,20C,46
Pda979F2E4n;ba805113Cp,10,20C,44
Pda9C589E0n;ba805A6F5p,10,20C,45
PdaA1120DCn;ba8056080p,10,20C,44
PdaA5CB7D4n;ba8060255p,10,20C,45
PdaAA84ED0n;ba805ABBAp,10,20C,44
PdaAF3E5C8n;ba8065AC6p,10,20C,45
PdaB3F7CC4n;ba805F51Fp,10,20C,44
PdaB8B13C0n;ba806AA68p,10,20C,45
PdaBD6AAB8n;ba8063AD8p,10,20C,44
PdaC2241B8n;ba806F4E6p,10,20C,44
PdaC6DD8A8n;ba8068092p,10,20C,44
PdaCB96FA8n;ba8073752p,10,20C,44
PdaD0506A8n;ba806C93Bp,10,20C,45
PdaD509DA0n;ba8076C2Ap,10,20C,44
PdaD9C3498n;ba80713B9p,10,20C,46
PdaDE7CB90n;ba80797D5p,10,20C,45
PdaE336290n;ba80761E4p,10,20C,46
PdaE7EF988n;ba807BD44p,10,20C,45
PdaECA9080n;ba807B475p,10,20C,46
PdaF162780n;ba807DAFDp,10,20C,45
PdaF61BE78n;ba807FFB0p,10,20C,46
PdaFAD5570n;ba807FE38p,10,20C,45
PdaFF8EC70n;ba8084335p,10,20C,46
Pda8021DD3u;ba8081E25p,10,20C,44
Pda802312Du;ba8088777p,10,20C,45
Pda8024487u;ba8083F2Cp,10,20C,44
Pda80257E1u;ba808BE25p,10,20C,45
Pda8026B3Bu;ba80864F8p,10,20C,44
Pda8027E95u;ba808F127p,10,20C,45
Pda80291EEu;ba8088891p,10,20C,44
Pda802A548u;ba8092197p,10,20C,45
Pda802B8A2u;ba808AC29p,10,20C,44
Pda802CBFCu;ba8094DFFp,10,20C,44
Pda802DF56u;ba808CFC2p,10,20C,44
Pda802F2B0u;ba80975FFp,10,20C,44
Pda803060Au;ba808F58Ep,10,20C,44
Pda8031963u;ba80996A8p,10,20C,44
Pda8032CBDu;ba80923CBp,10,20C,45
Pda8034017u;ba809AD0Ap,10,20C,44
Pda8035371u;ba809549Ap,10,20C,46
Pda80366CBu;ba809C197p,10,20C,45
Pda8037A25u;ba8098914p,10,20C,46
Pda8038D7Eu;ba809CB22p,10,20C,45
Pda803A0D8u;ba809C4E4p,10,20C,46
Pda803B432u;ba809D5C6p,10,20C,45
Pda803C78Cu;ba809F611p,10,20C,46
Pda803DAE6u;ba809E6A7p,10,20C,45
Pda803EE40u;ba80A2857p,10,20C,45
Pda804019Au;ba809F321p,10,20C,44
Pda80414F3u;ba80A5750p,10,20C,45
Pda804284Du;ba80A080Cp,10,20C,44
Pda8043BA7u;ba80A7EF2p,10,20C,45
Pda8044F01u;ba80A1DB3p,10,20C,44
Pda804625Bu;ba80AA402p,10,20C,45
Pda80475B5u;ba80A3763p,10,20C,44
Pda804890Fu;ba80AC9CFp,10,20C,45
Pda8049C68u;ba80A51CFp,10,20C,44
Pda804890Fu;ba808CD8Ep,10,20C,44
Pda80475B5u;ba806D034p,10,20C,44
Pda804625Bu;ba8064639p,10,20C,44
Pda8044F01u;ba804CC9Cp,10,20C,44
Pda8043BA7u;ba8049708p,10,20C,45
Pda804284Du;ba8036FFDp,10,20C,44
Pda80414F3u;ba8035591p,10,20C,45
Pda804019Au;ba8027150p,10,20C,45
Pda803EE40u;ba8025C07p,10,20C,46
Pda803DAE6u;baEB999E0f,14,20C,45
Pda803C78Cu;baE066AC0f,14,20C,46
Pda803B432u;baC9772A8f,14,20C,45
Pda803A0D8u;baB6EB810f,14,20C,46
Pda8038D7Eu;baABE66DCf,14,20C,45
Pda8037A25u;ba93E3B24f,14,20C,45
Pda80366CBu;ba93CCC2Cf,14,20C,45
Pda8035371u;ba74B61E5f,14,20C,45
Pda8034017u;ba7E076AFf,14,20C,44
Pda8032CBDu;ba59D5728f,14,20C,45
Pda8031963u;ba689DD10f,14,20C,44
Pda803060Au;ba4176F8Cf,14,20C,45
Pda802F2B0u;ba54D10E4f,14,20C,44
Pda802DF56u;ba2A59988f,14,20C,45
Pda802CBFCu;ba4176F8Cf,14,20C,44
Pda802B8A2u;ba147D510f,14,20C,44
Pda802A548u;ba2E1CE40f,14,20C,44
Pda80291EEu;ba7FDF281p,10,20C,44
Pda8027E95u;ba1A67108f,14,20C,44
Pda8026B3Bu;ba7FDA62Cp,10,20C,44
Pda80257E1u;ba045CEA0f,10,20C,45
Pda8024487u;ba7FD6362p,10,20C,44
Pda802312Du;ba7FDA7A4p,10,20C,45
Pda8021DD3u;ba7FD203Bp,10,20C,45
PdaFF8EC70n;ba7FD42B9p,10,20C,46
PdaFAD5570n;ba7FCE815p,10,20C,45
PdaF61BE78n;ba7FCD7F0p,10,20C,46
PdaF162780n;ba7FCAE1Ap,10,20C,45
PdaECA9080n;ba7FC7363p,10,20C,46
PdaE7EF988n;ba7FC6AF2p,10,20C,45
PdaE336290n;ba7FC0BE7p,10,20C,45
PdaDE7CB90n;ba7FC28E4p,10,20C,44
PdaD9C3498n;ba7FBA640p,10,20C,45
PdaD509DA0n;ba7FBE1B3p,10,20C,44
PdaD0506A8n;ba7FB48ACp,10,20C,45
PdaCB96FA8n;ba7FB8F80p,10,20C,44
PdaC6DD8A8n;ba7FAE70Fp,10,20C,45
PdaC2241B8n;ba7FB3C90p,10,20C,44
PdaBD6AAB8n;ba7FA862Ep,10,20C,45
PdaB8B13C0n;ba7FAE5F5p,10,20C,44
PdaB3F7CC4n;ba7FA2667p,10,20C,44
PdaAF3E5C8n;ba7FA8B51p,10,20C,44
PdaAA84ED0n;ba7F9C69Fp,10,20C,44
PdaA5CB7D4n;ba7FA2956p,10,20C,45
PdaA1120DCn;ba7F97004p,10,20C,44
Pda9C589E0n;ba7F9BDD1p,10,20C,45
Pda979F2E4n;ba7F91FA7p,10,20C,45
Pda92E5BEAn;ba7F94FB9p,10,20C,46
Pda8E2C4F0n;ba7F8D063p,10,20C,45
Pda8972DF5n;ba7F8D6FEp,10,20C,46
Pda84B96FAn;ba7F88A4Bp,10,20C,45
Pda8000000 ;ba7F85B53p,10,20C,46
-
*
