e
M0007
Pda8000000 ;ba805C935p,14,215,40
Pda8051083u;ba9580896f,14,20C,45
Pda804FD2Au;ba6ADB34Af,14,20C,45
Pda804E9D0u;ba9580896f,14,20C,45
Pda804D676u;ba6A96662f,14,20C,45
Pda804C31Cu;ba9552AA6f,14,20C,45
Pda804AFC2u;ba6A7F76Af,14,20C,45
Pda8049C68u;ba93CCC2Cf,14,20C,45
Pda804890Fu;ba6AC4452f,14,20C,45
Pda80475B5u;ba90C0F38f,14,20C,46
Pda804625Bu;ba70F2D30f,14,20C,46
Pda8044F01u;ba8CA1EA5f,14,20C,46
Pda8043BA7u;ba7947D51f,14,20C,46
Pda804284Du;ba8339AE3f,14,20C,46
Pda80414F3u;ba8560225f,14,20C,47
Pda804019Au;ba77EFCC8f,14,20C,46
Pda803EE40u;ba8BA59FCf,14,20C,46
Pda803DAE6u;ba7120B21f,14,20C,46
Pda803C78Cu;ba934325Cf,14,20C,46
Pda803B432u;ba6AC4452f,14,20C,45
Pda803A0D8u;ba9552AA6f,14,20C,45
Pda8038D7Eu;ba6AC4452f,14,20C,45
Pda8037A25u;ba9580896f,14,20C,45
Pda80366CBu;ba6A96662f,14,20C,45
Pda8035371u;ba949B2E6f,14,20C,45
Pda8034017u;ba69DEEA2f,14,20C,45
Pda8032CBDu;ba92B988Cf,14,20C,46
Pda8031963u;ba6DFDF36f,14,20C,46
Pda803060Au;ba8DCC13Ef,14,20C,46
Pda802F2B0u;ba7528CBDf,14,20C,46
Pda802DF56u;ba8810338f,14,20C,46
Pda802CBFCu;ba7F5F738f,14,20C,46
Pda802B8A2u;ba7AE4AC3f,14,20C,46
Pda802A548u;ba89236D9f,14,20C,46
Pda80291EEu;ba741591Cf,14,20C,46
Pda8027E95u;ba8FDB988f,14,20C,46
Pda8026B3Bu;ba6C4A2CCf,14,20C,45
Pda80257E1u;ba9580896f,14,20C,45
Pda8024487u;ba6ADB34Af,14,20C,45
Pda802312Du;ba9580896f,14,20C,45
Pda8021DD3u;ba6A96662f,14,20C,45
PdaFF8EC70n;ba953BBAEf,14,20C,45
PdaFAD5570n;ba6A68872f,14,20C,45
PdaF61BE78n;ba937104Cf,14,20C,45
PdaF162780n;ba6BA9A04f,14,20C,45
PdaECA9080n;ba8FC4A8Ff,14,20C,46
PdaE7EF988n;ba721CFCAf,14,20C,46
PdaE336290n;ba8B8EB04f,14,20C,46
PdaDE7CB90n;ba7AB6CD3f,14,20C,46
PdaD9C3498n;ba8044CE8f,14,20C,46
PdaD509DA0n;ba8741C7Ff,14,20C,47
PdaD0506A8n;ba76C5A2Ff,14,20C,46
PdaCB96FA8n;ba8CFDA86f,14,20C,46
PdaC6DD8A8n;ba6F9ACA8f,14,20C,46
PdaC2241B8n;ba94C90D6f,14,20C,45
PdaBD6AAB8n;ba6AC4452f,14,20C,45
PdaB8B13C0n;ba9552AA6f,14,20C,45
PdaB3F7CC4n;ba6A96662f,14,20C,45
PdaAF3E5C8n;ba956999Ef,14,20C,45
PdaAA84ED0n;ba6A96662f,14,20C,45
PdaA5CB7D4n;ba943F706f,14,20C,45
PdaA1120DCn;ba6A5197Af,14,20C,45
Pda9C589E0n;ba9218FC2f,14,20C,46
Pda979F2E4n;ba6F9ACA8f,14,20C,46
Pda92E5BEAn;ba8D4276Df,14,20C,46
Pda8E2C4F0n;ba7738507f,14,20C,46
Pda8972DF5n;ba85D2CFEf,14,20C,46
Pda84B96FAn;ba823D63Af,14,20C,46
Pda8000000 ;ba7930E59f,14,20C,46
-
*
