e
M0007
Pda8000000 ;ba802E49Ap,14,215,40
Pda1CC9D70n;ba7F3E37Bp,10,20C,40
Pda1810678n;ba7F3B6B6p,10,20C,42
Pda1356F80n;ba7F38A4Fp,10,20C,40
Pda0E9D880n;ba7F35B56p,10,20C,42
Pda09E4188n;ba7F33470p,10,20C,40
Pda052AA90n;ba7F304BBp,10,20C,42
Pda0071390n;ba7F2E1DEp,10,20C,40
Pda7FDE22Du;ba7F2B054p,10,20C,42
Pda7FDCED3u;ba7F29122p,10,20C,40
Pda7FDBB79u;ba7F25DC2p,10,20C,41
Pda7FDA81Fu;ba7F2429Ap,10,20C,40
Pda7FD94C5u;ba7F20E20p,10,20C,41
Pda7FD816Bu;ba7F1F412p,10,20C,41
Pda7FD6E12u;ba7F1BDC3p,10,20C,41
Pda7FD5AB8u;ba7F1A3B5p,10,20C,41
Pda7FD475Eu;ba7F16D07p,10,20C,40
Pda7FD3404u;ba7F15067p,10,20C,41
Pda7FD20AAu;ba7F118FEp,10,20C,40
Pda7FD0D50u;ba7F0FA2Ap,10,20C,41
Pda7FCF9F6u;ba7F0C0EBp,10,20C,40
Pda7FCE69Du;ba7F09AC1p,10,20C,41
Pda7FCD343u;ba7F0623Ep,10,20C,40
Pda7FCBFE9u;ba7F0345Fp,10,20C,41
Pda7FCAC8Fu;ba7EFFAC1p,10,20C,40
Pda7FC9935u;ba7EFC6A5p,10,20C,41
Pda7FC85DBu;ba7EF8D08p,10,20C,40
Pda7FC7282u;ba7EF4F61p,10,20C,41
Pda7FC5F28u;ba7EF13EEp,10,20C,40
Pda7FC4BCEu;ba7EECFADp,10,20C,41
Pda7FC3874u;ba7EE937Ep,10,20C,40
Pda7FC251Au;ba7EE4788p,10,20C,41
Pda7FC11C0u;ba7EE09E1p,10,20C,40
Pda7FBFE66u;ba7EDB636p,10,20C,41
Pda7FBEB0Du;ba7ED765Cp,10,20C,40
Pda7FBD7B3u;ba7ED1BB7p,10,20C,41
Pda7FBC459u;ba7ECD8EDp,10,20C,40
Pda7FBB0FFu;ba7EC77AEp,10,20C,40
Pda7FB9DA5u;ba7EC34E4p,10,20C,40
Pda7FB8A4Bu;ba7EBCEE0p,10,20C,40
Pda7FB76F1u;ba7EB83A5p,10,20C,41
Pda7FB6398u;ba7EB1A54p,10,20C,40
Pda7FB76F1u;ba7ED29A9p,10,20C,40
Pda7FB8A4Bu;ba7EE89F4p,10,20C,40
Pda7FB9DA5u;ba7EFBE93p,10,20C,40
Pda7FBB0FFu;ba7F0B23Dp,10,20C,40
Pda7FBC459u;ba7F19AE6p,10,20C,40
Pda7FBD7B3u;ba7F26110p,10,20C,40
Pda7FBEB0Du;ba7F31C37p,10,20C,40
Pda7FBFE66u;ba7F3C563p,10,20C,40
Pda7FC11C0u;ba7F4615Ap,10,20C,40
Pda7FC251Au;ba7F4F82Dp,10,20C,40
Pda7FC3874u;ba7F57FF4p,10,20C,40
Pda7FC4BCEu;ba7F608D5p,10,20C,40
Pda7FC5F28u;ba7F67F5Dp,10,20C,40
Pda7FC7282u;ba7F70089p,10,20C,40
Pda7FC85DBu;ba7F76864p,10,20C,40
Pda7FC9935u;ba7F7E2F5p,10,20C,40
Pda7FCAC8Fu;ba7F84145p,10,20C,40
Pda7FCBFE9u;ba7F8B6B3p,10,20C,40
Pda7FCD343u;ba7F90CF0p,10,20C,40
Pda7FCE69Du;ba7F97CDDp,10,20C,40
Pda7FCF9F6u;ba7F9CD98p,10,20C,40
Pda7FD0D50u;ba7FA397Cp,10,20C,40
Pda7FD20AAu;ba7FA8514p,10,20C,40
Pda7FD3404u;ba7FAEB19p,10,20C,40
Pda7FD475Eu;ba7FB376Dp,10,20C,41
Pda7FD5AB8u;ba7FB97F0p,10,20C,40
Pda7FD6E12u;ba7FBE3E7p,10,20C,41
Pda7FD816Bu;ba7FC3D71p,10,20C,40
Pda7FD94C5u;ba7FC8A81p,10,20C,41
Pda7FDA81Fu;ba7FCDEE9p,10,20C,40
Pda7FDBB79u;ba7FD2CB5p,10,20C,41
Pda7FDCED3u;ba7FD7ADFp,10,20C,40
Pda7FDE22Du;ba7FDCB9Ap,10,20C,41
Pda0071390n;ba0809460f,10,20C,40
Pda052AA90n;ba1BD6090f,14,20C,41
Pda09E4188n;ba2C522E0f,14,20C,40
Pda0E9D880n;ba40919E0f,14,20C,41
Pda1356F80n;ba4FCCAA0f,14,20C,40
Pda1810678n;ba6450E8Cf,14,20C,41
Pda1CC9D70n;ba728FAA2f,14,20C,40
Pda2183470n;ba86FCF97f,14,20C,41
Pda263CB68n;ba939EE3Cf,14,20C,40
Pda2AF6260n;baA823228f,14,20C,40
Pda2FAF958n;baB4DBFC8f,14,20C,41
Pda3469058n;baC84D010f,14,20C,40
Pda3922758n;baD54AA98f,14,20C,41
Pda3DDBE48n;baE791848f,14,20C,40
Pda4295548n;baF44A5E0f,14,20C,41
Pda474EC40n;ba80223E2p,10,20C,40
Pda4C0833Cn;ba80257FEp,10,20C,41
Pda50C1A38n;ba80299AEp,10,20C,40
Pda557B130n;ba802D118p,10,20C,41
Pda5A3482Cn;ba8030C8Bp,10,20C,40
Pda5EEDF24n;ba80344B0p,10,20C,42
Pda63A7620n;ba8037B5Ep,10,20C,40
Pda6860D1Cn;ba803B615p,10,20C,41
Pda6D1A416n;ba803E5C9p,10,20C,40
Pda71D3B10n;ba804213Cp,10,20C,41
Pda768D20Bn;ba8044DA4p,10,20C,40
Pda7B46906n;ba8048A8Ep,10,20C,41
Pda8000000 ;ba804AFFDp,10,20C,40
Pda84B96FAn;ba804EE01p,10,20C,41
Pda8972DF5n;ba80511F8p,10,20C,40
Pda8E2C4F0n;ba8054EE2p,10,20C,41
Pda92E5BEAn;ba8056F2Ep,10,20C,41
Pda979F2E4n;ba805AB5Cp,10,20C,41
Pda9C589E0n;ba805C9D2p,10,20C,41
PdaA1120DCn;ba8060255p,10,20C,40
PdaA5CB7D4n;ba80620CAp,10,20C,41
PdaAA84ED0n;ba8065600p,10,20C,40
PdaAF3E5C8n;ba8067590p,10,20C,42
PdaB3F7CC4n;ba806A4E6p,10,20C,40
PdaB8B13C0n;ba806C418p,10,20C,42
PdaBD6AAB8n;ba806EEA9p,10,20C,40
PdaC2241B8n;ba807100Ep,10,20C,42
PdaC6DD8A8n;ba80734C0p,10,20C,40
PdaCB96FA8n;ba80756E1p,10,20C,42
PdaD0506A8n;ba8077557p,10,20C,40
PdaD509DA0n;ba80798EFp,10,20C,42
PdaD9C3498n;ba807B00Ep,10,20C,40
PdaDE7CB90n;ba807D462p,10,20C,42
PdaE336290n;ba807EA09p,10,20C,40
PdaE7EF988n;ba8080E5Dp,10,20C,41
PdaECA9080n;ba8081F3Fp,10,20C,40
PdaF162780n;ba808444Fp,10,20C,41
PdaF61BE78n;ba808500Dp,10,20C,40
PdaFAD5570n;ba808751Ep,10,20C,41
PdaFF8EC70n;ba8087E4Ap,10,20C,41
Pda8021DD3u;ba808A241p,10,20C,41
Pda802312Du;ba808A998p,10,20C,41
Pda8024487u;ba808CA9Fp,10,20C,40
Pda80257E1u;ba808D0DCp,10,20C,41
Pda8026B3Bu;ba808EE37p,10,20C,40
Pda8027E95u;ba808F58Ep,10,20C,41
Pda80291EEu;ba8090E82p,10,20C,40
Pda802A548u;ba8091751p,10,20C,41
Pda802B8A2u;ba8092BDEp,10,20C,40
Pda802CBFCu;ba80936E0p,10,20C,41
Pda802DF56u;ba80947C2p,10,20C,40
Pda802F2B0u;ba80954F8p,10,20C,41
Pda803060Au;ba80960B6p,10,20C,40
Pda8031963u;ba809701Fp,10,20C,41
Pda8032CBDu;ba8097890p,10,20C,40
Pda8034017u;ba8098972p,10,20C,41
Pda8035371u;ba8098E37p,10,20C,40
Pda80366CBu;ba809A208p,10,20C,41
Pda8037A25u;ba809A2C4p,10,20C,40
Pda8038D7Eu;ba809B8C8p,10,20C,41
Pda803A0D8u;ba809B86Ap,10,20C,40
Pda803B432u;ba809CF2Bp,10,20C,41
Pda803C78Cu;ba809CBDDp,10,20C,40
Pda803DAE6u;ba809E474p,10,20C,40
Pda803EE40u;ba809E126p,10,20C,41
Pda804019Au;ba809F7E7p,10,20C,40
Pda80414F3u;ba809F6CDp,10,20C,41
Pda804284Du;ba80A0BB8p,10,20C,40
Pda8043BA7u;ba80A0C16p,10,20C,41
Pda8044F01u;ba80A1CF7p,10,20C,40
Pda804625Bu;ba80A2100p,10,20C,41
Pda80475B5u;ba80A3184p,10,20C,40
Pda804890Fu;ba80A381Fp,10,20C,41
Pda8049C68u;ba80A4611p,10,20C,40
Pda804890Fu;ba8086DC7p,10,20C,40
Pda80475B5u;ba8072323p,10,20C,40
Pda804625Bu;ba80620CAp,10,20C,40
Pda8044F01u;ba805472Ep,10,20C,40
Pda8043BA7u;ba8049AB4p,10,20C,40
Pda804284Du;ba803F93Dp,10,20C,40
Pda80414F3u;ba8037BBCp,10,20C,40
Pda804019Au;ba802FCC3p,10,20C,40
Pda803EE40u;ba802A049p,10,20C,40
Pda803DAE6u;ba8023755p,10,20C,40
Pda803C78Cu;baF937D30f,10,20C,40
Pda803B432u;baE3896B0f,14,20C,40
Pda803A0D8u;baD646F40f,14,20C,40
Pda8038D7Eu;baC3489D0f,14,20C,40
Pda8037A25u;baB843898f,14,20C,40
Pda80366CBu;baA851018f,14,20C,40
Pda8035371u;ba9EBAE66f,14,20C,40
Pda8034017u;ba907C250f,14,20C,40
Pda8032CBDu;ba879D85Ff,14,20C,40
Pda8031963u;ba7B5759Bf,14,20C,40
Pda803060Au;ba72D478Af,14,20C,40
Pda802F2B0u;ba67E6550f,14,20C,40
Pda802DF56u;ba5EF0C64f,14,20C,40
Pda802CBFCu;ba55CD58Cf,14,20C,40
Pda802B8A2u;ba4C7C0C4f,14,20C,40
Pda802A548u;ba44270A4f,14,20C,40
Pda80291EEu;ba3A1E418f,14,20C,41
Pda8027E95u;ba3297AB8f,14,20C,40
Pda8026B3Bu;ba27EE560f,14,20C,40
Pda80257E1u;ba214D1A8f,14,20C,40
Pda8024487u;ba15EC498f,14,20C,40
Pda802312Du;ba0FA6CC0f,14,20C,40
Pda8021DD3u;ba03609F8f,10,20C,40
PdaFF8EC70n;ba7FDE898p,10,20C,40
PdaFAD5570n;ba7FDB538p,10,20C,40
PdaF61BE78n;ba7FD9D00p,10,20C,40
PdaF162780n;ba7FD676Cp,10,20C,40
PdaECA9080n;ba7FD4CA2p,10,20C,40
PdaE7EF988n;ba7FD16B0p,10,20C,40
PdaE336290n;ba7FCF83Bp,10,20C,41
PdaDE7CB90n;ba7FCC363p,10,20C,40
PdaD9C3498n;ba7FC9F0Ep,10,20C,41
PdaD509DA0n;ba7FC6D84p,10,20C,40
PdaD0506A8n;ba7FC4294p,10,20C,41
PdaCB96FA8n;ba7FC104Ep,10,20C,40
PdaC6DD8A8n;ba7FBE099p,10,20C,41
PdaC2241B8n;ba7FBAFCBp,10,20C,40
PdaBD6AAB8n;ba7FB797Bp,10,20C,41
PdaB8B13C0n;ba7FB4968p,10,20C,40
PdaB3F7CC4n;ba7FB0E53p,10,20C,41
PdaAF3E5C8n;ba7FADE9Fp,10,20C,40
PdaAA84ED0n;ba7FA9DAAp,10,20C,41
PdaA5CB7D4n;ba7FA6EB2p,10,20C,40
PdaA1120DCn;ba7FA2A12p,10,20C,41
Pda9C589E0n;ba7F9FC33p,10,20C,40
Pda979F2E4n;ba7F9B270p,10,20C,41
Pda92E5BEAn;ba7F98491p,10,20C,40
Pda8E2C4F0n;ba7F938F9p,10,20C,40
Pda8972DF5n;ba7F90944p,10,20C,41
Pda84B96FAn;ba7F8BD4Ep,10,20C,40
Pda8000000 ;ba7F88B65p,10,20C,41
-
*
