e
M0007
Pda8000000 ;ba2598230f,14,215,40
Pda8053737u;ba94C90D6f,14,20C,45
Pda80523DDu;ba69C7FAAf,14,20C,45
Pda8051083u;ba92A2994f,14,20C,46
Pda804FD2Au;ba6CEAB94f,14,20C,45
Pda804E9D0u;ba8E6CA07f,14,20C,46
Pda804D676u;ba73D0C33f,14,20C,46
Pda804C31Cu;ba89F1D92f,14,20C,46
Pda804AFC2u;ba7D38FF6f,14,20C,46
Pda8049C68u;ba7D94BD6f,14,20C,46
Pda804890Fu;ba883E128f,14,20C,47
Pda80475B5u;ba758489Ef,14,20C,46
Pda804625Bu;ba8DF9F2Ef,14,20C,46
Pda8044F01u;ba6E42C1Ef,14,20C,46
Pda8043BA7u;ba956999Ef,14,20C,45
Pda804284Du;ba6ADB34Af,14,20C,45
Pda80414F3u;ba953BBAEf,14,20C,45
Pda804019Au;ba6AAD55Af,14,20C,45
Pda803EE40u;ba953BBAEf,14,20C,45
Pda803DAE6u;ba6A7F76Af,14,20C,45
Pda803C78Cu;ba9411914f,14,20C,45
Pda803B432u;ba6A5197Af,14,20C,45
Pda803A0D8u;ba914A908f,14,20C,46
Pda8038D7Eu;ba6FF6888f,14,20C,46
Pda8037A25u;ba8D4276Df,14,20C,46
Pda80366CBu;ba77C1ED8f,14,20C,46
Pda8035371u;ba8560225f,14,20C,46
Pda8034017u;ba82F4DFBf,14,20C,46
Pda8032CBDu;ba7903069f,14,20C,46
Pda8031963u;ba8A6486Bf,14,20C,46
Pda803060Au;ba72BD893f,14,20C,46
Pda802F2B0u;ba9161802f,14,20C,46
Pda802DF56u;ba6AF2242f,14,20C,45
Pda802CBFCu;ba9552AA6f,14,20C,45
Pda802B8A2u;ba6ADB34Af,14,20C,45
Pda802A548u;ba9580896f,14,20C,45
Pda80291EEu;ba6AAD55Af,14,20C,45
Pda8027E95u;ba94F6EC4f,14,20C,45
Pda8026B3Bu;ba6A0CC92f,14,20C,45
Pda80257E1u;ba92E767Af,14,20C,46
Pda8024487u;ba6C4A2CCf,14,20C,45
Pda802312Du;ba8EF63D7f,14,20C,46
Pda8021DD3u;ba72D478Af,14,20C,46
PdaFF8EC70n;ba8AEE23Cf,14,20C,46
PdaFAD5570n;ba7BB317Cf,14,20C,46
PdaF61BE78n;ba7F5F738f,14,20C,46
PdaF162780n;ba879D85Ff,14,20C,47
PdaECA9080n;ba7680D46f,14,20C,46
PdaE7EF988n;ba8D2B876f,14,20C,46
PdaE336290n;ba6F55FBEf,14,20C,46
PdaDE7CB90n;ba94F6EC4f,14,20C,45
PdaD9C3498n;ba6ADB34Af,14,20C,45
PdaD509DA0n;ba953BBAEf,14,20C,45
PdaD0506A8n;ba6AAD55Af,14,20C,45
PdaCB96FA8n;ba953BBAEf,14,20C,45
PdaC6DD8A8n;ba6AAD55Af,14,20C,45
PdaC2241B8n;ba942880Cf,14,20C,45
PdaBD6AAB8n;ba6A3AA82f,14,20C,45
PdaB8B13C0n;ba91EB1D2f,14,20C,46
PdaB3F7CC4n;ba6F6CEB6f,14,20C,46
PdaAF3E5C8n;ba8D7055Ef,14,20C,46
PdaAA84ED0n;ba76C5A2Ff,14,20C,46
PdaA5CB7D4n;ba865C6CEf,14,20C,46
PdaA1120DCn;ba819CD71f,14,20C,46
Pda9C589E0n;ba798CA3Af,14,20C,46
Pda979F2E4n;ba89DAE9Af,14,20C,46
Pda92E5BEAn;ba7347263f,14,20C,46
Pda8E2C4F0n;ba90AA042f,14,20C,46
Pda8972DF5n;ba6B7BC14f,14,20C,45
Pda84B96FAn;ba956999Ef,14,20C,45
Pda8000000 ;ba6AF2242f,14,20C,45
-
*
