e
M0007
Pda8000000 ;ba7E768DFp,14,215,40
Pda2FAF958n;ba7F003EEp,10,20C,40
Pda2AF6260n;ba7EF9F61p,10,20C,41
Pda263CB68n;ba7EF6277p,10,20C,40
Pda2183470n;ba7EEEB33p,10,20C,40
Pda1CC9D70n;ba7EE98A1p,10,20C,41
Pda1810678n;ba7EE0983p,10,20C,40
Pda1356F80n;ba7EDA031p,10,20C,41
Pda0E9D880n;ba7ECFFD4p,10,20C,40
Pda09E4188n;ba7EC7F05p,10,20C,42
Pda052AA90n;ba7EBD1D0p,10,20C,40
Pda0071390n;ba7EB3985p,10,20C,42
Pda7FDE22Du;ba7EA8556p,10,20C,40
Pda7FDCED3u;ba7E9D4D3p,10,20C,42
Pda7FDBB79u;ba7E91AC5p,10,20C,40
Pda7FDA81Fu;ba7E85847p,10,20C,42
Pda7FD94C5u;ba7E79BA8p,10,20C,40
Pda7FD816Bu;ba7E6C672p,10,20C,41
Pda7FD6E12u;ba7E6085Bp,10,20C,40
Pda7FD5AB8u;ba7E52478p,10,20C,41
Pda7FD475Eu;ba7E466BFp,10,20C,40
Pda7FD3404u;ba7E3777Bp,10,20C,41
Pda7FD20AAu;ba7E2B617p,10,20C,40
Pda7FD0D50u;ba7E1C26Cp,10,20C,40
Pda7FCF9F6u;ba7E0FE18p,10,20C,40
Pda7FCE69Du;ba7E002B8p,10,20C,40
Pda7FCD343u;ba7DF3941p,10,20C,41
Pda7FCBFE9u;ba7DE3E3Fp,10,20C,40
Pda7FCAC8Fu;ba7DD6DCFp,10,20C,41
Pda7FC9935u;ba7DC74A3p,10,20C,40
Pda7FC85DBu;ba7DB9C20p,10,20C,41
Pda7FC7282u;ba7DAA6FDp,10,20C,40
Pda7FC5F28u;ba7D9C378p,18,20C,42
Pda7FC4BCEu;ba7D8EC6Dp,10,20F,41
Pda7FC3874u;ba7D80190p,10,20F,40
Pda7FC251Au;ba7D716B4p,10,20F,40
Pda7FC11C0u;ba7D620D6p,10,20F,40
Pda7FBFE66u;ba7D539A5p,10,20F,40
Pda7FBEB0Du;ba7D438C4p,10,20F,40
Pda7FBD7B3u;ba7D363EDp,10,20F,40
Pda7FBC459u;ba7D25809p,10,20F,40
Pda7FBB0FFu;ba7D17F86p,10,20F,40
Pda7FB9DA5u;ba7D07AFAp,10,20F,41
Pda7FB8A4Bu;ba7CF9B20p,10,20F,41
Pda7FB76F1u;ba7CE8F3Dp,10,20F,41
Pda7FB6398u;ba7CDB30Ep,10,20F,40
Pda7FB76F1u;ba7CFEF87p,10,20F,40
Pda7FB8A4Bu;ba7D1FC4Bp,10,20F,40
Pda7FB9DA5u;ba7D3AD51p,10,20F,40
Pda7FBB0FFu;ba7D565AEp,10,20F,40
Pda7FBC459u;ba7D6EE56p,10,20F,40
Pda7FBD7B3u;ba7D87E55p,10,20F,40
Pda7FBEB0Du;ba7D9E24Bp,10,20F,40
Pda7FBFE66u;ba7DB4641p,10,20F,40
Pda7FC11C0u;ba7DC97DDp,10,20F,40
Pda7FC251Au;ba7DDDE78p,10,20F,40
Pda7FC3874u;ba7DF2C69p,10,20F,40
Pda7FC4BCEu;ba7E04AA5p,10,20F,41
Pda7FC5F28u;ba7E18292p,10,20F,40
Pda7FC7282u;ba7E29220p,10,20F,40
Pda7FC85DBu;ba7E3BB5Fp,10,20F,40
Pda7FC9935u;ba7E4B894p,10,20F,40
Pda7FCAC8Fu;ba7E5E57Fp,10,20F,40
Pda7FCBFE9u;ba7E6CCAFp,10,20F,40
Pda7FCD343u;ba7E7F243p,10,20F,40
Pda7FCE69Du;ba7E8CE71p,10,20F,40
Pda7FCF9F6u;ba7E9DE00p,10,20F,40
Pda7FD0D50u;ba7EAB2D7p,10,20F,41
Pda7FD20AAu;ba7EBB764p,10,20F,40
Pda7FD3404u;ba7EC9392p,10,20F,41
Pda7FD475Eu;ba7ED8971p,14,20F,40
Pda7FD5AB8u;ba7EE61F4p,14,20F,41
Pda7FD6E12u;ba7EF4924p,14,20F,40
Pda7FD816Bu;ba7F0044Cp,10,20C,42
Pda7FD94C5u;ba7F0DC71p,10,20C,40
Pda7FDA81Fu;ba7F1B438p,10,20C,42
Pda7FDBB79u;ba7F27CF4p,10,20C,40
Pda7FDCED3u;ba7F355D4p,10,20C,41
Pda7FDE22Du;ba7F40F84p,10,20C,40
Pda0071390n;ba7F4E5D3p,10,20C,41
Pda052AA90n;ba7F58EA2p,10,20C,40
Pda09E4188n;ba7F66146p,10,20C,41
Pda0E9D880n;ba7F6FBC4p,10,20C,40
Pda1356F80n;ba7F7C53Bp,10,20C,40
Pda1810678n;ba7F85284p,10,20C,40
Pda1CC9D70n;ba7F910F9p,10,20C,40
Pda2183470n;ba7F992E1p,10,20C,41
Pda263CB68n;ba7FA3DE3p,10,20C,40
Pda2AF6260n;ba7FAB816p,10,20C,42
Pda2FAF958n;ba7FB5584p,10,20C,40
Pda3469058n;ba7FBC6E9p,10,20C,42
Pda3922758n;ba7FC4FCAp,10,20C,40
Pda3DDBE48n;ba7FCBC6Ap,10,20C,42
Pda4295548n;ba7FD30BEp,10,20C,40
Pda474EC40n;ba7FD9B2Ap,10,20C,42
Pda4C0833Cn;ba01C3C88f,10,20C,40
Pda50C1A38n;ba1B079D8f,14,20C,42
Pda557B130n;ba2EA6810f,14,20C,40
Pda5A3482Cn;ba4777A80f,14,20C,42
Pda5EEDF24n;ba56C9A34f,14,20C,40
Pda63A7620n;ba6F6CEB6f,14,20C,42
Pda6860D1Cn;ba7C0ED5Df,14,20C,40
Pda6D1A416n;ba93B5D34f,14,20C,41
Pda71D3B10n;ba9E1A5A0f,14,20C,41
Pda768D20Bn;baB4F2EC0f,14,20C,41
Pda7B46906n;baBE2D490f,14,20C,41
Pda8000000 ;baD3ADD20f,14,20C,40
Pda84B96FAn;baDCA3610f,14,20C,42
Pda8972DF5n;baF0CBE20f,14,20C,40
Pda8E2C4F0n;baFA341D8f,10,20C,42
Pda92E5BEAn;ba8024082p,10,20C,40
Pda979F2E4n;ba8026B13p,10,20C,42
Pda9C589E0n;ba802AE99p,10,20C,40
PdaA1120DCn;ba802E19Bp,10,20C,42
PdaA5CB7D4n;ba8031C52p,10,20C,40
PdaAA84ED0n;ba80358DFp,10,20C,42
PdaAF3E5C8n;ba8038E73p,10,20C,40
PdaB3F7CC4n;ba803D546p,10,20C,42
PdaB8B13C0n;ba8040615p,10,20C,40
PdaBD6AAB8n;ba8045904p,10,20C,42
PdaC2241B8n;ba80488B9p,10,20C,40
PdaC6DD8A8n;ba804E8DEp,10,20C,42
PdaCB96FA8n;ba8051E14p,10,20C,40
PdaD0506A8n;ba8058AB3p,10,20C,41
PdaD509DA0n;ba805C9D2p,10,20C,41
PdaD9C3498n;ba8064174p,10,20C,41
PdaDE7CB90n;ba8069115p,10,20C,42
PdaE336290n;ba8071CE6p,10,20C,40
PdaE7EF988n;ba8078115p,10,20C,42
PdaECA9080n;ba8081CADp,10,20C,40
PdaF162780n;ba8089D1Ep,10,20C,42
PdaF61BE78n;ba8094939p,10,20C,40
PdaFAD5570n;ba809E81Fp,10,20C,42
PdaFF8EC70n;ba80AA57Ap,10,20C,40
Pda8021DD3u;ba80B673Dp,10,20C,42
Pda802312Du;ba80C35D7p,10,20C,40
Pda8024487u;ba80D17E5p,10,20C,42
Pda80257E1u;ba80DF52Dp,10,20C,40
Pda8026B3Bu;ba80EF5B0p,10,20C,42
Pda8027E95u;ba80FE1A6p,10,20C,40
Pda80291EEu;ba810FB1Dp,10,20C,42
Pda802A548u;ba811F38Dp,10,20C,40
Pda802B8A2u;ba8132191p,10,20C,41
Pda802CBFCu;ba81423EAp,10,20C,41
Pda802DF56u;ba8155F82p,10,20C,41
Pda802F2B0u;ba816698Fp,10,20C,41
Pda803060Au;ba817AB64p,10,20C,40
Pda8031963u;ba818BA37p,10,20C,42
Pda8032CBDu;ba819F91Cp,10,20C,40
Pda8034017u;ba81B09C5p,10,20C,42
Pda8035371u;ba81C3E06p,10,20C,40
Pda80366CBu;ba81D4B61p,10,20C,42
Pda8037A25u;ba81E6C8Dp,10,20C,40
Pda8038D7Eu;ba81F7409p,10,20C,42
Pda803A0D8u;ba8207951p,10,20C,40
Pda803B432u;ba821721Fp,10,20C,43
Pda803C78Cu;ba822542Dp,10,20C,40
Pda803DAE6u;ba8233465p,10,20C,42
Pda803EE40u;ba823EC9Cp,10,20C,40
Pda804019Au;ba824AB11p,10,20C,42
Pda80414F3u;ba82530A5p,10,20C,40
Pda804284Du;ba825C6BCp,18,20C,42
Pda8043BA7u;ba82628B7p,10,20F,40
Pda8044F01u;ba8268475p,10,20F,41
Pda804625Bu;ba8269A7Ap,10,20F,41
Pda80475B5u;ba826CA2Fp,10,20F,41
Pda804890Fu;ba826ACD3p,10,20F,40
Pda8049C68u;ba826A928p,10,20F,41
Pda804890Fu;ba822E05Bp,10,20F,40
Pda80475B5u;ba82009C2p,10,20F,40
Pda804625Bu;ba81D7C8Ep,10,20F,40
Pda8044F01u;ba81B64C7p,10,20F,40
Pda8043BA7u;ba8195F5Ap,10,20F,40
Pda804284Du;ba81794A4p,10,20F,40
Pda80414F3u;ba815DC47p,10,20F,40
Pda804019Au;ba8144146p,10,20F,40
Pda803EE40u;ba812B4F2p,14,20F,40
Pda803DAE6u;ba8112C4Ap,14,20F,40
Pda803C78Cu;ba80FBD52p,14,20F,40
Pda803B432u;ba80E1EA5p,10,20C,41
Pda803A0D8u;ba80CC264p,10,20C,40
Pda8038D7Eu;ba80B4171p,10,20C,41
Pda8037A25u;ba809EDFEp,10,20C,40
Pda80366CBu;ba8086D0Bp,10,20C,41
Pda8035371u;ba8072091p,10,20C,40
Pda8034017u;ba8059D6Ap,10,20C,40
Pda8032CBDu;ba8045093p,10,20C,41
Pda8031963u;ba802CFFEp,10,20C,40
Pda803060Au;baDE29488f,14,20C,41
Pda802F2B0u;ba81CAB61f,14,20C,40
Pda802DF56u;ba2FB9BB0f,14,20C,42
Pda802CBFCu;ba7FD47DDp,10,20C,40
Pda802B8A2u;ba7FBF75Ap,10,20C,42
Pda802A548u;ba7FA97CBp,10,20C,40
Pda80291EEu;ba7F94A96p,10,20C,42
Pda8027E95u;ba7F8010Cp,10,20C,40
Pda8026B3Bu;ba7F6BB2Ep,10,20C,42
Pda80257E1u;ba7F58AF6p,10,20C,40
Pda8024487u;ba7F45424p,10,20C,42
Pda802312Du;ba7F343D9p,10,20C,40
Pda8021DD3u;ba7F21F60p,10,20C,42
PdaFF8EC70n;ba7F13715p,10,20C,40
PdaFAD5570n;ba7F03345p,10,20C,42
PdaF61BE78n;ba7EF7648p,10,20C,41
PdaF162780n;ba7EE9C4Dp,10,20C,42
PdaECA9080n;ba7EE12B0p,10,20C,42
PdaE7EF988n;ba7ED6C15p,10,20C,41
PdaE336290n;ba7ED1750p,10,20C,42
PdaDE7CB90n;ba7ECAD42p,10,20C,41
PdaD9C3498n;ba7EC8F89p,10,20C,43
PdaD509DA0n;ba7EC695Fp,10,20C,41
PdaD0506A8n;ba7EC7D2Fp,10,20C,43
PdaCB96FA8n;ba7EC8B21p,10,20C,40
PdaC6DD8A8n;ba7ECC57Ap,10,20C,43
PdaC2241B8n;ba7ED0032p,10,20C,40
PdaBD6AAB8n;ba7ED508Fp,10,20C,43
PdaB8B13C0n;ba7EDA5B2p,10,20C,40
PdaB3F7CC4n;ba7EDF95Ep,10,20C,43
PdaAF3E5C8n;ba7EE5925p,10,20C,40
PdaAA84ED0n;ba7EEA28Ap,10,20C,43
PdaA5CB7D4n;ba7EF0485p,10,20C,40
PdaA1120DCn;ba7EF3E80p,10,20C,42
Pda9C589E0n;ba7EF9BB6p,10,20C,41
Pda979F2E4n;ba7EFC6A5p,10,20C,42
Pda92E5BEAn;ba7F01A51p,10,20C,41
Pda8E2C4F0n;ba7F035D6p,10,20C,42
Pda8972DF5n;ba7F081CDp,10,20C,42
Pda84B96FAn;ba7F091F2p,10,20C,41
Pda8000000 ;ba7F0D0B3p,10,20C,42
-
*
